Louisville_intype,Louisville_insubtype,Louisville_indate,Louisville_surreason,Louisville_outtype,Louisville_outsubtype,Louisville_outdate,Louisville_animaltype,Louisville_bites,Louisville_petsize,Dallas_Animal Type,Dallas_Animal Breed,Dallas_Intake Type,Dallas_Intake Subtype,Dallas_Intake Date,Dallas_Outcome Type,Dallas_Outcome Subtype,Dallas_Month,Dallas_Year
STRAY,FIELD,2022-05-31,STRAY,RTO,IN FIELD,2022-05-31,LIVESTOCK,N,LARGE,CAT,DOMESTIC SH,OWNER SURRENDER,APPOINT,2022-11-12,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-10-28,STRAY,ADOPTION,FACEBOOK,2022-11-11,DOG,N,MED,DOG,PIT BULL,STRAY,WEB,2022-10-15,LOST EXP,OTHER,FY2024,FY2023
OWNER SUR,FIELD,2022-10-28,AGG ANIMAL,EUTH,REQUESTED,2022-10-28,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-12,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-06-02,STRAY,FOSTER,TOO YOUNG,2022-06-08,CAT,N,KITTN,CAT,DOMESTIC SH,STRAY,CONFINED,2022-11-12,SNR,ASO,FY2024,FY2023
STRAY,OTC,2022-06-04,STRAY,ADOPTION,WALK IN,2022-06-04,CAT,N,SMALL,WILDLIFE,RAT,OWNER SURRENDER,URGENT,2022-11-12,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-06-04,STRAY,RTO,IN KENNEL,2022-06-05,DOG,N,LARGE,WILDLIFE,RAT,OWNER SURRENDER,URGENT,2022-11-12,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-09-28,STRAY,TRANSFER,KHS,2022-10-06,CAT,N,MED,WILDLIFE,RAT,OWNER SURRENDER,URGENT,2022-11-12,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-04-04,STRAY,TNR,CARETAKER,2022-04-06,CAT,N,MED,CAT,DOMESTIC MH,STRAY,WEB,2022-11-03,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-06-20,STRAY,FOSTER,STRAY,2022-06-23,DOG,N,PUPPY,WILDLIFE,OPOSSUM,WILDLIFE,NON-RABIES,2022-11-12,WILDLIFE,RELEASE,FY2024,FY2023
STRAY,OTC,2022-06-22,ABANDON,TRANSFER,KHS,2022-06-22,CAT,N,KITTN,CAT,RAGDOLL,STRAY,AT LARGE,2022-11-12,FOSTER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-06-22,ABANDON,TRANSFER,KHS,2022-06-22,CAT,N,KITTN,DOG,LABRADOR RETR,STRAY,AT LARGE,2022-11-12,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,OTC,2022-06-23,STRAY,EUTH,MEDICAL,2022-06-29,CAT,N,MED,DOG,YORKSHIRE TERR,STRAY,CONFINED,2022-11-12,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-06-23,STRAY,FOSTER,MEDICAL,2022-06-26,CAT,N,KITTN,DOG,LABRADOR RETR,STRAY,AT LARGE,2022-11-12,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-06-29,STRAY,ADOPTION,WALK IN,2022-07-09,DOG,N,LARGE,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-11-12,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-08-23,STRAY,ADOPTION,WALK IN,2022-09-15,CAT,N,KITTN,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-11-12,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,OTC,2022-08-29,STRAY,RTO,IN KENNEL,2022-09-03,DOG,N,PUPPY,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-12,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-08-30,STRAY,EUTH,RABIESTEST,2022-08-30,OTHER,Y,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-12,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-06-10,STRAY,RTO,IN KENNEL,2022-06-14,CAT,N,LARGE,DOG,LABRADOR RETR,STRAY,WEB,2022-11-12,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-06-12,STRAY,EUTH,BEHAV OBSV,2022-09-01,DOG,N,MED,DOG,POODLE STND,STRAY,WEB,2022-11-12,LOST EXP,OTHER,FY2024,FY2023
FOSTER,RETURN,2022-08-11,FOSTER RET,TRANSFER,RESCUE GRP,2022-08-16,CAT,N,KITTN,DOG,SAMOYED,STRAY,WEB,2022-11-11,LOST EXP,OTHER,FY2024,FY2023
FOSTER,RETURN,2022-08-17,FOSTER RET,ADOPTION,FOSTER,2022-08-17,CAT,N,KITTN,DOG,BOXER,STRAY,WEB,2022-10-29,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-06-18,STRAY,FOSTER,TOO YOUNG,2022-07-12,CAT,N,KITTN,DOG,GOLDEN RETR,STRAY,WEB,2022-11-11,FOUND EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-06-18,STRAY,RTO,IN KENNEL,2022-06-19,DOG,Y,LARGE,CAT,DOMESTIC MH,CONFISCATED,QUARANTINE,2022-11-16,DISPOSAL,RABIESTEST,FY2024,FY2023
OWNER SUR,FIELD,2022-11-17,EUTH OTHER,EUTH,INHUMANE,2022-11-18,DOG,Y,LARGE,CAT,DOMESTIC SH,STRAY,WEB,2022-11-01,LOST EXP,OTHER,FY2024,FY2023
STRAY,FIELD,2022-06-25,STRAY,ADOPTION,WEB METRO,2022-07-09,DOG,N,MED,CAT,DOMESTIC SH,CONFISCATED,QUARANTINE,2022-11-15,EUTHANIZED,MEDICAL,FY2024,FY2023
STRAY,FIELD,2022-06-25,STRAY,ADOPTION,WALK IN,2022-07-17,DOG,N,MED,DOG,MIXED BREED,STRAY,QUARANTINE,2022-11-12,EUTHANIZED,BITE,FY2024,FY2023
STRAY,OTC,2022-06-28,STRAY,TNR,CARETAKER,2022-06-30,CAT,N,LARGE,DOG,AM PIT BULL TER,STRAY,WEB,2022-10-29,LOST EXP,OTHER,FY2024,FY2023
STRAY,FIELD,2022-06-29,STRAY,TRANSFER,KHS,2022-07-13,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,OTC,2022-08-16,STRAY,TRANSFER,KHS,2022-08-22,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-08-16,STRAY,FOSTER,VACATION,2022-08-26,DOG,N,MED,DOG,LABRADOR RETR,STRAY,AT LARGE,2022-11-13,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,OTC,2022-08-16,STRAY,ADOPTION,INTERNET,2022-08-24,DOG,N,SMALL,CAT,AMER SH,STRAY,WEB,2022-11-13,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-08-22,STRAY,ADOPTION,WEB METRO,2022-08-31,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,EUTHANIZED,BEHAVIOR,FY2024,FY2023
STRAY,OTC,2022-08-29,STRAY,RTO,IN KENNEL,2022-09-03,DOG,N,PUPPY,DOG,MIXED BREED,STRAY,CONFINED,2022-11-13,ADOPTION,ADOPETS,FY2024,FY2023
STRAY,FIELD,2022-09-03,STRAY,RTO,IN KENNEL,2022-09-06,CAT,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,DIED,IN KENNEL,FY2024,FY2023
OWNER SUR,OTC,2022-05-12,OWNER MED,FOSTER,STRAY,2022-05-12,CAT,N,MED,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-11-13,EUTHANIZED,BEHAVIOR,FY2024,FY2023
OWNER SUR,OTC,2022-05-12,OWNER MED,FOSTER,TOO YOUNG,2022-05-12,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-05-17,STRAY,ADOPTION,WALK IN,2022-05-31,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-05-22,STRAY,ADOPTION,WALK IN,2022-06-27,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-06-29,STRAY,ADOPTION,WALK IN,2022-07-01,CAT,N,KITTN,DOG,MIXED BREED,STRAY,LEFT AT,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-07-04,STRAY,RTO,IN KENNEL,2022-07-05,DOG,N,MED,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-11-13,TRANSFER,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-12-14,STRAY,RTO,IN KENNEL,2022-12-22,DOG,Y,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
DISPOSAL,STRAY,2022-05-02,DOA,DISPOSAL,DEAD ARRIV,2022-05-02,CAT,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-10-17,STRAY,ADOPTION,WALK IN,2022-10-19,CAT,N,KITTN,DOG,MIXED BREED,STRAY,CONFINED,2022-11-13,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,FIELD,2022-10-17,STRAY,RTO,IN FIELD,2022-10-17,DOG,N,SMALL,DOG,LABRADOR RETR,STRAY,WEB,2022-10-29,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-10-18,STRAY,TRANSFER,RESCUE GRP,2022-10-18,CAT,N,KITTN,CAT,DOMESTIC SH,OWNER SURRENDER,APPOINT,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-10-18,STRAY,ADOPTION,WALK IN,2022-11-26,DOG,N,MED,CAT,DOMESTIC SH,OWNER SURRENDER,APPOINT,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-10-21,STRAY,FOSTER,STRAY,2022-10-26,DOG,N,SMALL,CAT,DOMESTIC SH,OWNER SURRENDER,APPOINT,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-10-30,STRAY,RTO,IN KENNEL,2022-11-03,DOG,N,LARGE,DOG,LABRADOR RETR,STRAY,AT LARGE,2022-11-13,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,OTC,2022-11-03,STRAY,ADOPTION,PRV ADOPT,2022-11-12,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,TRANSFER,BEHAVIOR,FY2024,FY2023
STRAY,OTC,2022-06-30,STRAY,FOSTER,STRAY,2022-06-30,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-07-14,FOSTER RET,ADOPTION,WALK IN,2022-07-14,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-07-18,FOSTER RET,TRANSFER,RESCUE GRP,2022-07-18,DOG,N,PUPPY,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-05-11,STRAY,RTO,IN KENNEL,2022-05-16,DOG,N,MED,DOG,MIXED BREED,STRAY,CONFINED,2022-11-13,EUTHANIZED,BEHAVIOR,FY2024,FY2023
FOSTER,RETURN,2022-06-30,FOSTER RET,ADOPTION,WALK IN,2022-06-30,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,FOSTER,SAME DAY,FY2024,FY2023
STRAY,OTC,2022-05-12,STRAY,RTO,IN KENNEL,2022-05-14,DOG,N,MED,DOG,AM PIT BULL TER,STRAY,WEB,2022-11-12,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-05-12,STRAY,RTO,IN KENNEL,2022-05-14,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,EUTHANIZED,MEDICAL,FY2024,FY2023
DISPOSAL,OWNER,2022-05-12,DOA,DISPOSAL,BY OWNER,2022-05-12,DOG,N,TOY,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-02-09,STRAY,TNR,CARETAKER,2022-02-11,CAT,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-04-06,STRAY,TNR,CARETAKER,2022-04-06,CAT,N,MED,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-11-21,EUTHANIZED,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-03-01,STRAY,TNR,CARETAKER,2022-03-03,CAT,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-03-03,STRAY,RTO,IN FIELD,2022-03-03,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-01-05,FOSTER RET,ADOPTION,FEEDERS HL,2022-01-09,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-01-27,FOSTER RET,ADOPTION,FRIEND,2022-01-27,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-08-31,STRAY,EUTH,INHUMANE,2022-09-17,CAT,N,LARGE,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-11-18,ADOPTION,ADOPETS,FY2024,FY2023
FOSTER,RETURN,2022-01-21,STRAY,TRANSPORT,RESCUE GRP,2022-01-22,DOG,N,SMALL,DOG,YORKSHIRE TERR,STRAY,WEB,2022-10-12,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-09-03,STRAY,ADOPTION,WALK IN,2022-09-17,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,FOSTER,GENERAL,FY2024,FY2023
FOSTER,RETURN,2022-01-24,STRAY,ADOPTION,FOSTER,2022-01-24,DOG,N,PUPPY,DOG,MIXED BREED,TREATMENT,SPAY/NEUT,2022-12-09,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,OTC,2022-09-03,STRAY,FOSTER,TIME/SPACE,2022-09-20,DOG,N,SMALL,CAT,DOMESTIC SH,OWNER SURRENDER,WALK IN,2022-11-13,EUTHANIZED,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-03-13,STRAY,RTO,IN KENNEL,2022-03-16,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,EUTHANIZED,SPACE,FY2024,FY2023
CONFISCATE,INTPL VIOL,2022-09-06,NO HOME,RTO,IN KENNEL,2022-10-13,CAT,N,MED,WILDLIFE,SQUIRREL,WILDLIFE,NON-RABIES,2022-11-13,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,FIELD,2022-09-08,STRAY,EUTH,RABIESTEST,2022-09-08,OTHER,N,SMALL,DOG,AM PIT BULL TER,STRAY,WEB,2022-11-13,FOUND EXP,OTHER,FY2024,FY2023
FOSTER,RETURN,2022-10-16,FOSTER RET,ADOPTION,INTERNET,2022-10-16,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,EUTHANIZED,MEDICAL,FY2024,FY2023
STRAY,FIELD,2022-11-09,STRAY,RTO,IN KENNEL,2022-11-21,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,OTC,2022-08-16,STRAY,FOSTER,TIME/SPACE,2022-08-26,DOG,N,MED,DOG,MIXED BREED,STRAY,CONFINED,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-08-18,STRAY,TRANSFER,RESCUE GRP,2022-09-09,DOG,N,LARGE,DOG,PIT BULL,CONFISCATED,QUARANTINE,2022-11-13,EUTHANIZED,BITE,FY2024,FY2023
STRAY,OTC,2022-08-22,STRAY,FOSTER,MEDICAL,2022-08-24,CAT,N,MED,DOG,MIXED BREED,OWNER SURRENDER,QUARANTINE,2022-11-13,TRANSFER,BEHAVIOR,FY2024,FY2023
STRAY,OTC,2022-09-04,STRAY,TRANSFER,RESCUE GRP,2022-09-10,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-13,TRANSFER,GENERAL,FY2024,FY2023
STRAY,OTC,2022-08-22,STRAY,ADOPTION,WALK IN,2022-09-16,DOG,N,LARGE,DOG,RAT TERRIER,STRAY,AT LARGE,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-08-23,STRAY,ADOPTION,THIRDPARTY,2022-08-30,OTHER,N,MED,DOG,RAT TERRIER,STRAY,AT LARGE,2022-11-13,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-09-20,FOSTER RET,ADOPTION,WALK IN,2022-09-20,DOG,N,MED,DOG,LABRADOR RETR,STRAY,WEB,2022-10-29,LOST EXP,OTHER,FY2024,FY2023
RETURN,ADOPTION,2022-09-06,RESPONSIBL,FOSTER,TIME/SPACE,2022-09-09,DOG,N,MED,DOG,GERM SHEPHERD,STRAY,AT LARGE,2022-11-14,ADOPTION,WESTMORELD,FY2024,FY2023
RETURN,ADOPTION,2022-09-18,OTHER PET,FOSTER,VACATION,2023-02-20,DOG,N,LARGE,DOG,GERM SHEPHERD,STRAY,AT LARGE,2022-11-14,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,FIELD,2022-10-12,STRAY,RTO,IN FIELD,2022-10-12,DOG,N,LARGE,DOG,GERM SHEPHERD,STRAY,AT LARGE,2022-11-14,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,OTC,2022-02-19,STRAY,RTO,IN KENNEL,2022-02-19,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-14,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-08-22,STRAY,ADOPTION,WALK IN,2022-09-13,CAT,N,KITTN,DOG,CHIHUAHUA SH,OWNER SURRENDER,URGENT,2022-11-14,DISPOSAL,DISPOSAL,FY2024,FY2023
STRAY,OTC,2022-08-22,STRAY,ADOPTION,TV,2022-10-28,DOG,N,MED,CAT,DOMESTIC MH,STRAY,CONFINED,2022-11-14,TRANSFER,MEDICAL,FY2024,FY2023
STRAY,FIELD,2022-10-12,STRAY,RTO,IN FIELD,2022-10-12,DOG,N,LARGE,CAT,DOMESTIC MH,STRAY,CONFINED,2022-11-14,DIED,ENROUTE,FY2024,FY2023
STRAY,FIELD,2022-10-30,STRAY,FOSTER,MEDICAL,2022-10-30,CAT,N,MED,CAT,DOMESTIC MH,STRAY,CONFINED,2022-11-14,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-08-27,STRAY,FOSTER,TOO YOUNG,2022-09-09,CAT,N,KITTN,CAT,DOMESTIC MH,STRAY,CONFINED,2022-11-14,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-06-14,ABANDON,ADOPTION,INTERNET,2022-07-07,CAT,N,MED,CAT,DOMESTIC MH,STRAY,CONFINED,2022-11-14,TRANSFER,UNDERAGE,FY2024,FY2023
FOSTER,RETURN,2022-07-20,STRAY,EUTH,INHUMANE,2022-07-20,CAT,N,MED,CAT,DOMESTIC MH,STRAY,CONFINED,2022-11-14,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-06-18,STRAY,FOSTER,TIME/SPACE,2022-07-06,DOG,N,MED,DOG,BULLDOG,OWNER SURRENDER,PICK UP,2022-11-14,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,FIELD,2022-06-19,STRAY,TRANSFER,RESCUE GRP,2022-07-16,DOG,N,MED,DOG,CAIRN TERRIER,OWNER SURRENDER,PICK UP,2022-11-14,TRANSFER,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-09-28,STRAY,ADOPTION,WALK IN,2022-10-01,CAT,N,KITTN,CAT,DOMESTIC SH,STRAY,WEB,2022-10-31,LOST EXP,OTHER,FY2024,FY2023
FOSTER,RETURN,2022-05-10,STRAY,ADOPTION,EVENT,2022-05-11,DOG,N,SMALL,DOG,SHETLD SHEEPDOG,STRAY,WEB,2022-11-13,FOUND EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-05-05,STRAY,TRANSFER,RESCUE GRP,2022-05-05,CAT,N,KITTN,CAT,DOMESTIC MH,STRAY,WEB,2022-11-10,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-08-16,STRAY,TRANSFER,KHS,2022-08-22,DOG,N,LARGE,DOG,YORKSHIRE TERR,STRAY,WEB,2022-11-09,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-07-23,STRAY,ADOPTION,FACEBOOK,2022-08-26,DOG,N,LARGE,CAT,DOMESTIC MH,STRAY,WEB,2022-11-06,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-08-18,STRAY,EUTH,INHUMANE,2022-08-18,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-14,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,FIELD,2022-05-22,STRAY,FOSTER,TOO OLD,2022-05-25,DOG,N,SMALL,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-11-14,EUTHANIZED,MEDICAL,FY2024,FY2023
FOSTER,RETURN,2022-06-13,STRAY,ADOPTION,PRV ADOPT,2022-06-16,CAT,N,KITTN,DOG,SCHNAUZER MIN,STRAY,WEB,2022-11-03,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-01-18,STRAY,TNR,CARETAKER,2022-01-20,CAT,N,MED,DOG,BOSTON TERRIER,STRAY,WEB,2022-11-12,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-01-31,STRAY,TNR,CARETAKER,2022-02-02,CAT,N,MED,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-11-14,EUTHANIZED,BEHAVIOR,FY2024,FY2023
FOSTER,RETURN,2022-05-09,STRAY,ADOPTION,WALK IN,2022-08-16,DOG,N,MED,DOG,GERM SHEPHERD,STRAY,AT LARGE,2022-11-14,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-09-13,FOSTER RET,ADOPTION,WALK IN,2022-09-15,CAT,N,KITTN,DOG,GERM SHEPHERD,STRAY,AT LARGE,2022-11-14,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-08-18,DOA,DISPOSAL,DEAD ARRIV,2022-08-23,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-14,FOSTER,SAME DAY,FY2024,FY2023
STRAY,FIELD,2022-08-24,STRAY,DIED,IN KENNEL,2022-08-25,CAT,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-14,DIED,DASCLINIC,FY2024,FY2023
STRAY,OTC,2022-08-25,STRAY,FOSTER,MEDICAL,2022-08-27,CAT,N,KITTN,DOG,MIXED BREED,STRAY,CONFINED,2022-11-14,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,OTC,2022-08-25,STRAY,RTO,IN KENNEL,2022-08-25,DOG,Y,SMALL,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-11-14,EUTHANIZED,BEHAVIOR,FY2024,FY2023
DISPOSAL,STRAY,2022-08-30,STRAY,DISPOSAL,DEAD ARRIV,2022-08-30,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-14,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-07-28,FOSTER RET,ADOPTION,WALK IN,2022-07-30,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-14,TRANSFER,MEDICAL,FY2024,FY2023
FOSTER,RETURN,2022-05-11,DOA,DIED,IN FOSTER,2022-05-12,CAT,N,KITTN,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-11-14,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-05-07,STRAY,FOSTER,TOO YOUNG,2022-05-10,CAT,N,KITTN,CAT,DOMESTIC SH,OWNER SURRENDER,APPOINT,2022-11-14,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-01-01,STRAY,FOSTER,VACATION,2022-01-11,DOG,N,SMALL,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-11-14,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,OTC,2022-05-24,STRAY,FOSTER,VACATION,2022-07-02,DOG,N,LARGE,DOG,CHIHUAHUA SH,STRAY,WEB,2022-11-14,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-10-27,STRAY,EUTH,MEDICAL,2022-11-03,DOG,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-14,EUTHANIZED,BEHAVIOR,FY2024,FY2023
STRAY,FIELD,2022-05-25,STRAY,TRANSFER,KHS,2022-06-10,DOG,N,MED,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-11-14,TRANSFER,MEDICAL,FY2024,FY2023
FOSTER,RETURN,2022-07-14,FOSTER RET,ADOPTION,FRIEND,2022-07-15,CAT,N,KITTN,DOG,RAT TERRIER,OWNER SURRENDER,QUARANTINE,2022-11-14,EUTHANIZED,BITE,FY2024,FY2023
STRAY,OTC,2022-10-02,STRAY,ADOPTION,WALK IN,2022-10-30,CAT,N,SMALL,CAT,COLORPOINT,STRAY,WEB,2022-11-12,FOUND EXP,OTHER,FY2024,FY2023
STRAY,FIELD,2022-10-03,STRAY,ADOPTION,INTERNET,2022-11-12,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-14,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-10-08,STRAY,TRANSFER,KHS,2022-10-10,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-14,EUTHANIZED,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-10-08,STRAY,TRANSFER,KHS,2022-10-10,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-14,EUTHANIZED,BEHAVIOR,FY2024,FY2023
STRAY,OTC,2022-10-08,STRAY,TRANSFER,KHS,2022-10-10,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-14,EUTHANIZED,BEHAVIOR,FY2024,FY2023
STRAY,FIELD,2022-10-08,STRAY,FOSTER,TOO YOUNG,2022-10-13,CAT,N,KITTN,DOG,MIXED BREED,STRAY,CONFINED,2022-11-14,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-01-26,STRAY,ADOPTION,PRV ADOPT,2022-01-28,CAT,N,KITTN,DOG,CHIHUAHUA SH,STRAY,WEB,2022-11-11,LOST EXP,OTHER,FY2024,FY2023
